True_label,LR_prob,xgb_preds,lgb_preds
1.0,0.8239990723187126,0.75153106,0.7320038961052556
1.0,0.800807689270485,0.83716005,0.8394761944361028
1.0,0.8707393304360906,0.85974336,0.919407644872346
0.0,0.30311955063095525,0.18355478,0.25951482491285105
0.0,0.20630448375207866,0.12343775,0.23977096621039995
0.0,0.30202453882907837,0.18196422,0.26230959684222266
0.0,0.30103098383496535,0.18196422,0.28536725355889286
0.0,0.28755913495281527,0.18355478,0.1783225384290136
1.0,0.8675906129305286,0.7741378,0.8579155471753649
1.0,0.8609758336717876,0.8636249,0.9128908603659949
0.0,0.8501177883235641,0.6976347,0.8162216447564309
1.0,0.8026053947431656,0.68805635,0.829632230851815
1.0,0.8647752014132073,0.8536246,0.8861656369071375
1.0,0.8524273793905582,0.74984413,0.8551315232324886
1.0,0.6668865426669409,0.58557546,0.7381229644327761
0.0,0.239480012222121,0.17952201,0.23034893148268065
1.0,0.9168413319732313,0.95966715,0.9722883648298081
1.0,0.9151545611613913,0.95233613,0.9572025050578378
1.0,0.4434680782418085,0.4392557,0.45566573645173447
1.0,0.6152054324229473,0.6136983,0.4761607181693711
0.0,0.3005017851887762,0.18355478,0.25951482491285105
0.0,0.3046181664503902,0.17178977,0.26230959684222266
0.0,0.3036347051872295,0.17952201,0.3110422955847678
0.0,0.8154944216922089,0.60289365,0.49459759849042695
0.0,0.7012246857501594,0.6067453,0.7965233424232413
1.0,0.8712262577162576,0.8849484,0.9278817811809584
0.0,0.2070779936229895,0.16452149,0.23977096621039995
0.0,0.3010405996318967,0.15526967,0.26230959684222266
0.0,0.3039433197203602,0.15526967,0.26230959684222266
0.0,0.3012222169486823,0.15526967,0.26230959684222266
0.0,0.3118948135421095,0.40758845,0.47011962116683037
1.0,0.868304167035697,0.8502862,0.8854824746851735
1.0,0.8532765150962013,0.8309154,0.8691240153641445
1.0,0.8631333190040672,0.8754328,0.936332327690323
0.0,0.3075045985395554,0.15824413,0.40533498551489816
0.0,0.34260407746382016,0.3105084,0.28639984002750946
0.0,0.2111227376152252,0.13235278,0.23977096621039995
0.0,0.4178987918024512,0.4350918,0.481932020790909
1.0,0.871030409296764,0.8363887,0.9185481597752415
1.0,0.870811358752104,0.8609351,0.9153412860826956
1.0,0.871070200460744,0.8363887,0.9185481597752415
0.0,0.3192665699802364,0.35231408,0.5308754125324682
0.0,0.3025054063898916,0.18355478,0.25951482491285105
0.0,0.3029549523607414,0.1125834,0.2324901555282025
0.0,0.25700775684971094,0.1828755,0.246182633036886
0.0,0.306851391315224,0.18651117,0.2882716082119391
0.0,0.36117759097126495,0.4376106,0.44521470654997336
1.0,0.8709536650338285,0.8363887,0.9185481597752415
1.0,0.8681357778429915,0.8849484,0.911448139765718
0.0,0.8689709337604714,0.8536246,0.887065286075191
1.0,0.8710319071420831,0.8849484,0.9278817811809584
1.0,0.8680616465853012,0.8077424,0.8812952672098893
1.0,0.8709017559082682,0.8363887,0.9185481597752415
0.0,0.3147252675801873,0.1528491,0.26120107465517717
0.0,0.30676077053010564,0.31361115,0.4006683930005685
0.0,0.3122048616056472,0.34849194,0.5439642946101352
0.0,0.30344748054089027,0.4553721,0.4618273526763852
0.0,0.3098893965820734,0.35201454,0.5327762296089247
0.0,0.37120951079240316,0.44311938,0.43648671452992927
1.0,0.8708572575031198,0.8417867,0.919407644872346
1.0,0.8567339249091747,0.88105536,0.9477886639160363
1.0,0.7876322459218292,0.7420781,0.7527121181144203
0.0,0.4394430639540524,0.44480968,0.45566573645173447
1.0,0.917980794221597,0.9857303,0.990882513712372
1.0,0.9180290452777339,0.9946439,0.9990295123914198
1.0,0.9180713563089307,0.98860055,0.9919994880607566
1.0,0.9181129576721223,0.98870987,0.9894263079882265
1.0,0.8599647220558563,0.8309154,0.8712674747104404
1.0,0.8706685417293378,0.8621435,0.8891957866287972
1.0,0.8702255363361505,0.8609351,0.9153412860826956
1.0,0.8712334408036281,0.8754328,0.9236283740700975
1.0,0.8692547560558296,0.85672206,0.8814258782194819
1.0,0.8678456235609636,0.8536246,0.882757882556931
0.0,0.21689083916815605,0.31790867,0.40369357763818925
