sample_id,probability
3,0.7799299731482912
4,0.807830912099994
5,0.18256972136631722
9,0.8105051915445085
16,0.1736309246738573
34,0.8101286161531555
54,0.7903240309714835
55,0.3209095366503321
64,0.8040290421680089
66,0.18759849573238296
77,0.8090416395926676
94,0.8101366413351281
98,0.8103507104673908
114,0.30675574607458317
116,0.8091292107658201
117,0.7899490585139125
119,0.17504805521938385
125,0.17406614495868056
126,0.1737201033709085
127,0.17384863802862144
130,0.17352864356983327
133,0.17325998952359395
137,0.17704847594278436
143,0.17484711129233024
146,0.17332366306148378
154,0.1774638157359647
160,0.8096496609085544
161,0.8098024677005576
164,0.81013196107846
189,0.1803867968085967
190,0.17382930753149298
197,0.8050684903011095
200,0.1884810321089117
201,0.35999409868149607
202,0.17649834018918045
206,0.17382854210918855
223,0.810479649401649
224,0.8055230387226964
225,0.8089825265678721
232,0.8090587000619897
235,0.8015090056202806
241,0.7999600934343907
242,0.6395249033827163
249,0.18616240431568856
253,0.1970497837331229
255,0.27962292075714884
260,0.35251651598270783
262,0.381259541603164
280,0.8085199986169159
285,0.8101761996177766
301,0.17391020614358524
302,0.1819818161702893
320,0.7323724090056498
327,0.7944365883895146
335,0.7857780781389107
337,0.6976409289860499
341,0.19023151825763282
345,0.1767149878558868
357,0.17490649688983534
362,0.27236972976050244
364,0.17293959668560524
375,0.8077287451645273
379,0.8079931991686082
384,0.7875636949743356
385,0.8083688412417364
388,0.8100668011720803
391,0.8046693237975416
395,0.7357138158694565
404,0.7874427141518306
412,0.809490834503741
417,0.8101253873197877
419,0.8098145673255097
455,0.7639315968420264
466,0.5963916272081524
467,0.7973594398874898
470,0.8081179939599951
474,0.547046041235403
477,0.7345677802249005
488,0.8078677530236144
492,0.8101990445432742
499,0.8084344068281655
502,0.8073391151061772
504,0.8098595180410323
510,0.8096662037377482
512,0.7525480003509293
513,0.7530953697915933
523,0.578821727070251
524,0.8095353407149384
525,0.809345822009867
536,0.8097181964501362
537,0.8084535420445428
539,0.807393205042029
559,0.7965894799369502
562,0.6471189464177356
563,0.4608306168052375
569,0.17389223204673165
574,0.1745287107671309
580,0.36861736033919484
595,0.1736242942206049
600,0.17430447495062507
603,0.17444526029809082
606,0.17417531951799411
608,0.1737717668808127
616,0.1741101936630766
623,0.17481343918089523
635,0.17432948797426104
638,0.17397267205442213
645,0.531332404769417
646,0.17514023094080006
659,0.27683028166694135
663,0.17551258204012654
666,0.1740462556068605
667,0.17409377690757988
671,0.17586031827049878
673,0.568098765739602
675,0.17587209176160223
688,0.17481331695785507
698,0.1742735951408768
699,0.17416504488630893
709,0.17363014905867596
713,0.17790051184141778
716,0.17626553719079704
717,0.17524821998692694
722,0.17416478932301455
723,0.17418694201501703
728,0.17414654327503307
732,0.1740227971827691
740,0.2824721123777073
753,0.17333645897012953
760,0.559366212260318
766,0.5684269302120813
768,0.7905759420580242
769,0.8091375380739219
770,0.809329196196892
