sample_id,probability
6,0.9692676067352295
18,0.05580927059054375
24,0.5378931164741516
25,0.05546390637755394
32,0.21626512706279755
39,0.9998013377189636
49,0.08863835036754608
52,0.06693132221698761
62,0.9999464750289917
67,0.13615112006664276
68,0.2657727003097534
82,0.9900453686714172
83,0.24063311517238617
85,0.42820030450820923
86,0.12871453166007996
99,0.9980825185775757
103,0.999755322933197
104,0.999269425868988
111,0.9881288409233093
112,0.9977618455886841
115,0.8652868270874023
118,0.9705223441123962
120,0.12274820357561111
123,0.14152047038078308
134,0.21697482466697693
136,0.0832805261015892
138,0.17072926461696625
139,0.11283114552497864
141,0.10925450176000595
150,0.9994956254959106
152,0.999902606010437
155,0.9978158473968506
159,0.9999747276306152
166,0.9999402761459351
170,0.9481748342514038
173,0.3673818111419678
174,0.7598912715911865
175,0.8849706053733826
180,0.3377264440059662
182,0.43025505542755127
187,0.9944745898246765
191,0.9991521835327148
193,0.9398502707481384
194,0.9451505541801453
195,0.3964199423789978
205,0.062263764441013336
211,0.04265432432293892
212,0.09915437549352646
214,0.0835268571972847
218,0.9610094428062439
220,0.9808626174926758
234,0.9788935780525208
246,0.5925521850585938
256,0.6721829771995544
258,0.5542826056480408
264,0.9999932050704956
266,0.9981390237808228
270,0.9999936819076538
274,0.9990943670272827
276,0.9970933198928833
278,0.999983549118042
283,0.12085109204053879
289,0.06734032183885574
299,0.09409397095441818
300,0.6654614210128784
305,0.9994041919708252
309,0.9825281500816345
312,0.8942726254463196
314,0.9477760791778564
326,0.13360781967639923
330,0.9858010411262512
331,0.3909037709236145
342,0.31145331263542175
348,0.9633913636207581
355,0.9999427795410156
356,0.9999560117721558
358,0.9995427131652832
360,0.9999890327453613
366,0.997287392616272
368,0.9959188103675842
382,0.9998003840446472
383,0.9998433589935303
386,0.9997535347938538
389,0.9970073103904724
396,0.9778919816017151
397,0.9998144507408142
402,0.9992465972900391
413,0.9999551773071289
423,0.08334048837423325
433,0.9665492177009583
436,0.9964459538459778
442,0.821300745010376
450,0.5824673175811768
451,0.6791346073150635
459,0.9997151494026184
461,0.9937998652458191
463,0.9710434079170227
480,0.9970592260360718
483,0.9987743496894836
484,0.81382155418396
489,0.43234917521476746
490,0.9911730885505676
493,0.9984560012817383
494,0.9999780654907227
495,0.9511781930923462
508,0.9696528315544128
516,0.098972387611866
517,0.1766485720872879
540,0.13960538804531097
551,0.23526372015476227
557,0.03540932759642601
566,0.06489142030477524
567,0.04853914678096771
568,0.06121913343667984
578,0.036660801619291306
579,0.0526430606842041
587,0.14513975381851196
594,0.33954325318336487
596,0.04000265151262283
602,0.1776266098022461
612,0.38778382539749146
615,0.6956311464309692
617,0.5477651357650757
618,0.2844030559062958
621,0.7427869439125061
639,0.4105019271373749
643,0.12606899440288544
644,0.08660684525966644
648,0.0722358375787735
650,0.06581974774599075
656,0.041413310915231705
658,0.06501203775405884
660,0.06130437180399895
664,0.06259077787399292
668,0.1619928628206253
669,0.3069097399711609
674,0.9994478821754456
679,0.11522064357995987
680,0.25420069694519043
684,0.16270677745342255
687,0.11463452875614166
690,0.056574270129203796
695,0.09831254929304123
700,0.18103083968162537
708,0.06969518214464188
719,0.07763192057609558
725,0.08268258720636368
727,0.8502046465873718
729,0.07660214602947235
739,0.9993544220924377
741,0.9997096657752991
744,0.9275816679000854
745,0.9999042749404907
758,0.9999818801879883
759,0.10673975199460983
771,0.13593225181102753
777,0.041343118995428085
785,0.9999709129333496
796,0.41195452213287354
801,0.9532635807991028
802,0.9991797804832458
816,0.047555916011333466
817,0.06470653414726257
818,0.995144784450531
820,0.2566080689430237
839,0.08513876795768738
841,0.06891794502735138
843,0.4634820520877838
859,0.7706931233406067
862,0.9991580247879028
868,0.9383554458618164
869,0.9634047746658325
871,0.9990130662918091
873,0.27617067098617554
883,0.13354212045669556
887,0.14659106731414795
888,0.2054719626903534
890,0.2353377640247345
909,0.9971067309379578
910,0.9990894794464111
923,0.9334838390350342
929,0.3546068072319031
930,0.9491304159164429
942,0.13243283331394196
945,0.12229270488023758
948,0.04794907569885254
949,0.05009310320019722
972,0.04770570620894432
973,0.0823867991566658
976,0.08183281123638153
979,0.06830602139234543
985,0.06611742079257965
993,0.7773391604423523
998,0.8982895016670227
999,0.10347124189138412
