sample_id,probability
17,0.006174587644636631
19,0.002155809896066785
23,0.001977243460714817
26,0.003216130891814828
31,0.0019013489363715053
33,0.0052608465775847435
37,0.9998132586479187
41,0.15248286724090576
48,0.007207422982901335
50,0.0012064585462212563
56,0.9999533891677856
57,0.9970007538795471
58,0.8825509548187256
61,0.998468816280365
65,0.03071412816643715
69,0.005353828892111778
73,0.04496055841445923
79,0.9981093406677246
80,0.9987508058547974
84,0.04494135081768036
87,0.08612602949142456
88,0.003001205390319228
91,0.02172531560063362
93,0.9999998807907104
95,0.9999839067459106
96,0.999921441078186
100,0.9999972581863403
101,0.9999990463256836
106,0.9999485015869141
118,0.04795100539922714
131,0.04128827527165413
132,0.003048607148230076
149,0.11353333294391632
156,0.1831778585910797
157,0.09645551443099976
167,0.9999994039535522
168,0.9999104738235474
169,0.9999994039535522
172,0.9999725818634033
176,0.9999983310699463
177,1.0
179,0.9999997615814209
181,0.9999974966049194
185,0.9938243627548218
198,0.9999274015426636
199,0.9999052286148071
208,0.0008044032729230821
217,0.0036566536873579025
222,0.00173734943382442
228,0.9999924898147583
230,0.9999991655349731
233,0.9990412592887878
239,1.0
245,0.9884679913520813
247,0.9993798732757568
248,0.9966668486595154
251,0.041139233857393265
257,0.008760107681155205
263,0.014991535805165768
286,0.9993282556533813
293,0.9998998641967773
296,0.9997207522392273
308,0.006662230938673019
315,0.003557441057637334
318,0.014824523590505123
319,0.836654543876648
321,0.006878126412630081
323,0.0027236209716647863
324,0.6567346453666687
328,1.0
332,0.9999998807907104
334,0.9999960660934448
346,0.9998703002929688
349,0.998872697353363
351,0.9998818635940552
353,0.9997510313987732
354,0.9997046589851379
367,0.03170380741357803
373,0.0023537222295999527
378,0.9993823766708374
381,0.07422856241464615
393,0.6795350313186646
397,0.9966375827789307
401,0.9999675750732422
408,0.9999167919158936
414,0.9999994039535522
418,0.9998732805252075
425,0.9999991655349731
429,0.9999980926513672
435,0.9999494552612305
437,0.9998905658721924
445,1.0
447,0.9997871518135071
453,1.0
457,0.9999998807907104
465,0.9999997615814209
468,1.0
469,0.9999991655349731
472,0.9999994039535522
473,0.9999992847442627
476,0.9999837875366211
478,0.9993669390678406
483,0.9999978542327881
486,1.0
487,0.9999998807907104
491,0.9996706247329712
496,0.01475486345589161
500,0.9942790269851685
503,0.9901931881904602
509,0.9999833106994629
511,0.12719298899173737
518,0.024118831381201744
530,0.999355137348175
532,0.9969468712806702
533,0.9996935129165649
534,0.998302698135376
535,0.3302287459373474
