True_label,LR_prob,xgb_preds,lgb_preds
1.0,0.8680856986773354,0.9560224,0.9617705306218772
1.0,0.8883352122409796,0.97444654,0.951770625021633
0.0,0.4586386588197193,0.34400022,0.29363975800789566
0.0,0.4585086196955373,0.34400022,0.29363975800789566
1.0,0.8399131485203108,0.90910447,0.910476458918337
1.0,0.5002536486476756,0.39191476,0.4665961114661331
0.0,0.4693546664126192,0.32218114,0.3455484051395686
1.0,0.5022688896137566,0.46008822,0.4668284625366601
1.0,0.8852293378173225,0.9889783,0.9972849915909587
1.0,0.862600907014037,0.91208714,0.9369342040080335
1.0,0.8612054445947384,0.98578995,0.9587485412090158
1.0,0.6818028383571303,0.8362522,0.8124678461074445
1.0,0.7642947109586826,0.70152646,0.7632658980236268
0.0,0.4688663974875084,0.350416,0.31598581441137324
0.0,0.4588932099467445,0.34400022,0.29363975800789566
0.0,0.46167677135522844,0.42283455,0.3661614112246397
0.0,0.45997690872328756,0.34400022,0.29363975800789566
0.0,0.45762030537687126,0.29275304,0.2930511438313841
0.0,0.490701840415676,0.40860263,0.3667848393505595
1.0,0.8886646303148092,0.99267054,0.9989578483466971
1.0,0.8888113178329873,0.9923574,0.9989578483466971
1.0,0.8888854847710687,0.99267054,0.9989578483466971
1.0,0.8887127239431829,0.98847395,0.9953443110239174
1.0,0.8887169587166305,0.99240315,0.9989578483466971
0.0,0.4824956940983526,0.40860263,0.3667848393505595
0.0,0.795409965916233,0.73454726,0.7763898316695347
0.0,0.8673210775132278,0.861661,0.8293927511751541
1.0,0.8813826749517433,0.9874406,0.9966453373247987
1.0,0.8867088693401654,0.98792654,0.9973955918103855
0.0,0.7415864805131279,0.65498376,0.6648901464958253
0.0,0.45965381630375574,0.44256225,0.4543455914709911
0.0,0.4590306471112362,0.42823404,0.2849072740928407
1.0,0.8876882567298743,0.98909235,0.9972525251498529
1.0,0.8114436673801279,0.9644955,0.9378189540625459
0.0,0.8861002841204091,0.98947424,0.9974564822535706
0.0,0.4698269336151162,0.35594785,0.32755170544112405
0.0,0.7322646378206833,0.6715569,0.6430394159555498
0.0,0.6746730297437074,0.42228147,0.38767065420496405
1.0,0.888734866828441,0.9888207,0.9977715266358443
1.0,0.8884910299386529,0.98997504,0.9977703371449695
1.0,0.8887120520789525,0.98976386,0.9974735520583293
0.0,0.4812282289619957,0.40788093,0.3858962179963313
0.0,0.4685111523031531,0.34400022,0.2765528981199667
0.0,0.46833065476928387,0.32750794,0.3455484051395686
1.0,0.8885483152774641,0.9851575,0.9975908999751653
1.0,0.8884065936459872,0.988679,0.9975291526481017
0.0,0.8888752255266947,0.9923574,0.9989578483466971
0.0,0.49606204215974137,0.43307826,0.4093566420654068
0.0,0.5033583161752193,0.39068046,0.46968617310726757
0.0,0.7332577462203012,0.660468,0.6785841632155879
1.0,0.8279191990754883,0.9188208,0.9771341698836455
0.0,0.8859739313268338,0.958327,0.9278257354470596
1.0,0.888666473124879,0.9902346,0.9970024396504595
1.0,0.8879147349505975,0.98709667,0.997049072794567
1.0,0.8859572964189684,0.9886318,0.9986932532723629
1.0,0.8628869839586596,0.99099064,0.9989620068337521
1.0,0.8885031773425506,0.9923574,0.9989578483466971
1.0,0.8888649715577959,0.99127686,0.9972462279582363
1.0,0.8847135299400839,0.9885063,0.9976757388641087
1.0,0.8862568598569924,0.987772,0.996737757686437
