True_label,LR_prob,xgb_preds,lgb_preds
1.0,0.5213110834645197,0.50150466,0.4754100545714563
1.0,0.587380597388701,0.4495305,0.44281914916476134
1.0,0.6910712951398283,0.542236,0.6059905775376075
0.0,0.5775136763770097,0.37140512,0.37956436366810253
1.0,0.7854475830509944,0.59452814,0.5711839625678283
1.0,0.8943707102721207,0.9211894,0.9516575025810674
1.0,0.672782583174595,0.542236,0.7068835546549741
1.0,0.895988159554394,0.926473,0.9430212628517278
1.0,0.5824577925416116,0.49646774,0.46872226290179186
1.0,0.9091353202427962,0.70056164,0.5815517723212021
0.0,0.6134729960548605,0.49781305,0.5971037422742701
1.0,0.5262321808313094,0.40441066,0.44317692862035374
1.0,0.7015607590832393,0.54895115,0.6370571602134655
0.0,0.5488877027259494,0.32066447,0.23090386471841953
1.0,0.59856391763767,0.53713226,0.5909630237420422
1.0,0.5179321990646549,0.4086295,0.4600197647907841
1.0,0.8899823823759695,0.8192182,0.7610823114420349
1.0,0.6685128114730383,0.60018396,0.5697251570576489
1.0,0.5261615288812977,0.4138392,0.46922294400017456
1.0,0.91300275478277,0.83003855,0.797666988555279
1.0,0.928941711970202,0.91856074,0.8829464272026641
1.0,0.8551494540342801,0.7700633,0.7573847189233847
1.0,0.9101890040984185,0.9527719,0.9779035082536734
1.0,0.9279086895816537,0.91823614,0.9341193879847456
1.0,0.571261810389209,0.47796854,0.39624156172457
1.0,0.8434316470609728,0.6256734,0.5677735415413434
1.0,0.6163966641352459,0.3836975,0.3412247583350491
1.0,0.781784658248596,0.5736132,0.8146021930773466
1.0,0.6660007163886503,0.50269514,0.5931020194808166
1.0,0.818616257059197,0.6600946,0.8103793941117089
1.0,0.936194718632189,0.9022217,0.9187795727722632
1.0,0.5298166971315997,0.40275452,0.44317692862035374
1.0,0.9305134542357468,0.9231625,0.8699543772150459
1.0,0.7443133608830502,0.70574296,0.7839450177584886
1.0,0.8765587091240981,0.8961575,0.8907644326315223
1.0,0.5304160184674699,0.3295518,0.327773950598679
1.0,0.9366593964164129,0.9114404,0.935949747723865
1.0,0.7019232752228123,0.519982,0.6766047644731361
1.0,0.537009082288056,0.39570445,0.3780752618728456
1.0,0.5686574825416604,0.4413226,0.44026855614098004
1.0,0.6327884539987636,0.51182103,0.6858429966866331
1.0,0.5593147325958965,0.34353995,0.2737373703243666
1.0,0.9434508393555631,0.972231,0.9862821974518603
